DIST_ID,pop_mean_present,pop_mean_near,pop_mean_far,pop_p90_present,pop_p90_near,pop_p90_far,pop_max_present,pop_max_near,pop_max_far,sys_mean_present,sys_mean_near,sys_mean_far,sys_p90_present,sys_p90_near,sys_p90_far,sys_max_present,sys_max_near,sys_max_far,pop_change_mean_near,pop_change_mean_far,pop_change_p90_near,pop_change_p90_far,pop_change_max_near,pop_change_max_far,sys_change_mean_near,sys_change_mean_far,sys_change_p90_near,sys_change_p90_far,sys_change_max_near,sys_change_max_far,haz_present,haz_near,haz_far,exp_pop,exp_sys,vul,district,state,has_data,data_status
46,0.003558311122551202,0.0035935119327005077,0.0037774566687193943,0.006104659725848808,0.006397993563581125,0.006666127196510014,0.006234447245271414,0.0067142701397357105,0.006991553719193439,0.019263167179483925,0.018975547659318984,0.020242890943517035,0.02702576755865599,0.02685471029147455,0.02798163330171983,0.028508755030097012,0.027271585151348848,0.028397837534835747,,,4.8050808874778115,9.19735899912321,7.696318143171769,12.143923015729442,-1.4931060790006978,5.085995230714479,-0.6329413838485102,3.536868068554408,-4.339613839475173,-0.3890646755502573,0.22066040148296973,0.21327432514577632,0.23109214400447148,0.03003451507538557,0.1604161188006401,0.5512292501286893,CHIRANG,Assam,True,Valid
47,0.005218431903427707,0.00537778607642498,0.004787615509323187,0.006375768607334515,0.006360776328848352,0.005459824141786081,0.006665102783311216,0.006606523891954194,0.005627876299901805,0.025805364449337675,0.02686770621108268,0.024184638842657098,0.027494878067726904,0.02751105694193334,0.02467414218413992,0.027917256472324212,0.027671894624646004,0.02479651801951063,3.0536792650796505,-8.255667642640683,-0.2351446454458269,-14.366024270309232,-0.8788895424643431,-15.562047835279113,4.116747755415915,-6.280576311419524,0.05884322951562959,-10.259132179596469,-0.8788895424643463,-11.1785284342225,0.15176276393507585,0.15770756463204397,0.1416684446994236,0.05919169168919325,0.2972797602415085,0.574584608488414,DARRANG,Assam,True,Valid
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10004276924217548,0.11251845554110212,0.09804782488352358,0.020209876354783773,0.13262415304780006,,DHEMAJI,Assam,False,No grid / masked
49,0.006733287776513494,0.006450948182945826,0.006271723836981598,0.008736829122997579,0.008011692452513694,0.007765308036968769,0.009518627236128343,0.00867751485703343,0.008351431863780161,0.03668847209141788,0.03518894535044259,0.034235743058579106,0.04634146725431532,0.042490584831357085,0.04123086355470656,0.0498911941257409,0.04548256460953171,0.043773424256209226,-4.193190651267015,-6.854956372752794,-8.299769404613155,-11.11983618257472,-8.836488269048255,-12.262223778635253,-4.087187760882679,-6.685285303588626,-8.309798224180403,-11.028143911720587,-8.83648826904825,-12.262223778635246,0.2570989431098521,0.24847953464223016,0.24200191563190399,0.046700275192658104,0.25514653821786243,0.5512292501286893,DHUBRI,Assam,True,Valid
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0974669701362931,0.12080345276987192,0.11332011150555668,0.042056268313899636,0.20120470970869064,,DIBRUGARH,Assam,False,No grid / masked
51,0.00042831547733763586,0.00044480698315504334,0.00036722994205179454,0.0008592187601968821,0.0008936305228976413,0.0007259404732930966,0.0009396601315913721,0.0009774057763502198,0.0008672038911503563,0.0018357943115755316,0.00210670581157738,0.0018340181986554523,0.0039609410475758096,0.004733140190624633,0.004260593036023582,0.0065672786451636605,0.00824227330554039,0.0073129621856543965,,,,,,,,,,,25.505155953908627,11.354528729184949,0.12336770091072354,0.12535576304785298,0.10479052983305781,0.005668895648947607,0.027660239332666,0.6036696390315418,DIMA HASAO,Assam,True,Valid
52,0.004937431551401019,0.004625311398153155,0.004422228426200676,0.005703579270139982,0.004986582265954082,0.004919348158917875,0.0059391817410804175,0.00506045943960727,0.00500042079902132,0.020646547908903815,0.01950234810114601,0.01858061275861325,0.02143040334629042,0.0205855052285139,0.02000171033653074,0.021482828287110022,0.020908284008618494,0.02048033735655378,,,-12.571000949168932,-13.749806464999997,-14.795342856662547,-15.806233635954106,-5.541845604438154,-10.006201324336804,-3.9425208388472646,-6.666664115806229,-2.674434999027862,-4.666475555072742,0.2322566098011767,0.21883249668231522,0.20870658650774368,0.03835311702763041,0.16165080666542053,0.5512292501286893,GOALPARA,Assam,True,Valid
53,0.0018987350392009445,0.002303764505116463,0.0018683782493805288,0.0024240093108128065,0.003045887182311603,0.0022980131353909374,0.0025797872398027996,0.003319832466995572,0.0023822415887338497,0.011618521948009875,0.013960446221994313,0.011400665864166031,0.014125144013944865,0.016753730685223667,0.012615460280605527,0.015682352262160425,0.017808715538189385,0.013709682047459195,,,,,,,20.15681757510975,-1.8750757180534512,18.609273425345354,-10.687917460161275,13.55895621066752,-12.578917892700566,0.1173567003373095,0.14132567203413854,0.11650335215487462,0.033103686198592185,0.19825139567255973,0.5179135664808439,GOLAGHAT,Assam,True,Valid
54,0.0027411949962620865,0.0020953467350167715,0.0018200109708772314,0.0032127675582488617,0.002445683089015086,0.002286480160597483,0.0033306606987455554,0.0025332671775146645,0.0024030974580275455,0.013047929016763568,0.00996605883020447,0.008779273046445456,0.01655951039308661,0.012603384728206473,0.01182083310856746,0.017437405737167372,0.013262716202706974,0.012581223124097962,,,,,,,-23.61961183724719,-32.7151992077354,-23.890354068268657,-28.61604704507139,-23.941001301369948,-27.84922646330689,0.2586331031668222,0.19801943033088293,0.16683720916325512,0.0160803678445518,0.07798539008945227,0.696479796002226,HAILAKANDI,Assam,True,Valid
55,0.001912469236285261,0.002132617872965993,0.001897188670736612,0.0027303974350838724,0.0030762327869654146,0.002721689008843685,0.002934879484783525,0.0033121365154652697,0.0029278140933704537,0.009690102656192986,0.010661394915221781,0.009552757348462927,0.009838031973349681,0.011047778411784802,0.009791544525087743,0.009875014302638855,0.011144374285925556,0.009851241319243947,,,,,,,10.023549734099445,-1.4173772208933308,12.296630481708254,-0.472527924160724,12.854259694059342,-0.24073872367510857,0.11654438217333923,0.1337384959371621,0.11696028984245993,0.03958059847354889,0.19996947050094604,0.3647728589932591,JORHAT,Assam,True,Valid
